Wavelength (nm),Group1_White_Paper,Group1_Epidote1,Group1_Epidote2,Group1_Epidote3,Group2_Gypsum1,Group2_Gypsum2,Group2_Gypsum3,Group3_Limonite1,Group3_Limonite2,Group3_LImonite3,Group4_Realgar1,Group4_Realgar2,Group4_Realgar3,Group5_Hornblende1,Group5_Hornblende2,Group5_Hornblende3,Group6_Pyrite1,Group6_Pyrite2,Group6_Pyrite3
1563,0.626,0.269,0.125,0.291,0.095,0.084,0.079,0.172,0.318,0.141,0.161,0.149,0.173,0.181,0.133,0.082,0.086,0.119,0.121
1564,0.626,0.27,0.126,0.291,0.096,0.085,0.08,0.172,0.318,0.141,0.161,0.149,0.173,0.181,0.133,0.082,0.086,0.119,0.121
1565,0.626,0.27,0.126,0.291,0.096,0.085,0.08,0.171,0.318,0.141,0.161,0.149,0.173,0.182,0.133,0.082,0.086,0.119,0.121
1566,0.626,0.271,0.126,0.292,0.097,0.086,0.08,0.171,0.318,0.14,0.161,0.149,0.173,0.182,0.133,0.082,0.086,0.119,0.121
1567,0.627,0.271,0.126,0.292,0.097,0.086,0.081,0.171,0.317,0.14,0.161,0.149,0.173,0.182,0.134,0.082,0.086,0.119,0.121
1568,0.627,0.271,0.126,0.293,0.098,0.087,0.081,0.171,0.317,0.14,0.161,0.149,0.173,0.182,0.134,0.082,0.086,0.119,0.121
1569,0.627,0.272,0.127,0.293,0.098,0.087,0.082,0.171,0.317,0.14,0.161,0.149,0.173,0.183,0.134,0.082,0.086,0.119,0.121
1570,0.627,0.272,0.127,0.293,0.099,0.088,0.082,0.17,0.316,0.14,0.161,0.149,0.173,0.183,0.134,0.082,0.086,0.119,0.121
1571,0.627,0.272,0.127,0.294,0.099,0.088,0.082,0.17,0.316,0.14,0.161,0.149,0.173,0.183,0.134,0.082,0.086,0.119,0.121
1572,0.627,0.273,0.127,0.294,0.099,0.089,0.083,0.17,0.316,0.14,0.161,0.149,0.173,0.183,0.134,0.083,0.086,0.119,0.121
1573,0.627,0.273,0.127,0.294,0.1,0.089,0.083,0.17,0.316,0.14,0.161,0.149,0.173,0.183,0.135,0.083,0.086,0.119,0.121
1574,0.628,0.273,0.127,0.295,0.1,0.09,0.083,0.17,0.315,0.14,0.161,0.149,0.173,0.184,0.135,0.083,0.086,0.119,0.121
1575,0.628,0.274,0.128,0.295,0.101,0.09,0.084,0.169,0.315,0.139,0.161,0.149,0.173,0.184,0.135,0.083,0.086,0.119,0.121
1576,0.628,0.274,0.128,0.295,0.101,0.091,0.084,0.169,0.315,0.139,0.161,0.149,0.173,0.184,0.135,0.083,0.086,0.119,0.121
1577,0.628,0.274,0.128,0.296,0.102,0.091,0.084,0.169,0.314,0.139,0.161,0.149,0.173,0.185,0.135,0.083,0.086,0.119,0.121
1578,0.628,0.275,0.128,0.296,0.102,0.092,0.085,0.169,0.314,0.139,0.161,0.149,0.173,0.185,0.136,0.083,0.086,0.119,0.121
1579,0.629,0.275,0.128,0.296,0.102,0.092,0.085,0.169,0.314,0.139,0.161,0.149,0.173,0.185,0.136,0.083,0.086,0.119,0.121
1580,0.629,0.275,0.128,0.297,0.103,0.093,0.085,0.168,0.313,0.139,0.161,0.149,0.173,0.185,0.136,0.083,0.086,0.119,0.121
1581,0.629,0.276,0.129,0.297,0.103,0.093,0.086,0.168,0.313,0.139,0.161,0.149,0.173,0.186,0.136,0.084,0.086,0.119,0.121
1582,0.629,0.276,0.129,0.297,0.104,0.094,0.086,0.168,0.313,0.139,0.161,0.149,0.173,0.186,0.136,0.084,0.086,0.119,0.121
1583,0.629,0.276,0.129,0.298,0.104,0.094,0.087,0.168,0.312,0.138,0.161,0.149,0.173,0.186,0.137,0.084,0.086,0.119,0.121
1584,0.63,0.276,0.129,0.298,0.105,0.095,0.087,0.168,0.312,0.138,0.161,0.149,0.173,0.186,0.137,0.084,0.086,0.119,0.121
1585,0.63,0.277,0.129,0.298,0.105,0.095,0.087,0.167,0.312,0.138,0.162,0.149,0.173,0.187,0.137,0.084,0.086,0.119,0.121
1586,0.63,0.277,0.129,0.298,0.105,0.096,0.087,0.167,0.311,0.138,0.162,0.149,0.173,0.187,0.137,0.084,0.086,0.119,0.121
1587,0.63,0.277,0.129,0.299,0.106,0.096,0.088,0.167,0.311,0.138,0.162,0.149,0.173,0.187,0.137,0.084,0.085,0.119,0.121
1588,0.631,0.277,0.13,0.299,0.106,0.096,0.088,0.167,0.311,0.138,0.162,0.149,0.173,0.188,0.137,0.084,0.085,0.119,0.121
1589,0.631,0.278,0.13,0.299,0.107,0.097,0.089,0.166,0.31,0.137,0.162,0.149,0.173,0.188,0.138,0.084,0.085,0.119,0.121
1590,0.631,0.278,0.13,0.3,0.107,0.097,0.089,0.166,0.31,0.137,0.162,0.149,0.173,0.188,0.138,0.084,0.085,0.119,0.121
1591,0.632,0.278,0.13,0.3,0.108,0.098,0.089,0.166,0.309,0.137,0.162,0.149,0.173,0.188,0.138,0.085,0.086,0.119,0.121
1592,0.632,0.279,0.13,0.3,0.108,0.099,0.09,0.166,0.309,0.137,0.162,0.149,0.173,0.189,0.138,0.085,0.086,0.119,0.121
1593,0.633,0.279,0.13,0.301,0.109,0.099,0.09,0.165,0.309,0.137,0.162,0.149,0.173,0.189,0.138,0.085,0.086,0.119,0.121
1594,0.633,0.279,0.13,0.301,0.109,0.1,0.091,0.165,0.308,0.137,0.162,0.149,0.173,0.189,0.139,0.085,0.086,0.119,0.121
1595,0.634,0.279,0.131,0.301,0.11,0.1,0.091,0.165,0.308,0.136,0.162,0.149,0.173,0.189,0.139,0.085,0.086,0.119,0.121
1596,0.635,0.28,0.131,0.301,0.11,0.101,0.092,0.164,0.307,0.136,0.162,0.149,0.173,0.19,0.139,0.085,0.085,0.119,0.121
1597,0.635,0.28,0.131,0.302,0.111,0.102,0.092,0.164,0.307,0.136,0.162,0.149,0.173,0.19,0.139,0.085,0.086,0.119,0.121
1598,0.636,0.28,0.131,0.302,0.111,0.102,0.093,0.164,0.307,0.136,0.162,0.149,0.173,0.19,0.139,0.085,0.086,0.119,0.121
1599,0.636,0.28,0.131,0.302,0.112,0.103,0.093,0.164,0.306,0.136,0.162,0.149,0.173,0.19,0.139,0.085,0.086,0.119,0.121
1600,0.637,0.281,0.131,0.303,0.112,0.103,0.094,0.163,0.306,0.136,0.162,0.149,0.173,0.191,0.14,0.086,0.086,0.119,0.121
1601,0.638,0.281,0.131,0.303,0.113,0.104,0.094,0.163,0.306,0.136,0.162,0.149,0.173,0.191,0.14,0.086,0.086,0.12,0.121
1602,0.638,0.281,0.131,0.303,0.114,0.105,0.095,0.163,0.305,0.135,0.162,0.149,0.173,0.191,0.14,0.086,0.086,0.12,0.121
1603,0.639,0.281,0.131,0.304,0.114,0.105,0.095,0.163,0.305,0.135,0.162,0.149,0.173,0.192,0.14,0.086,0.086,0.12,0.122
1604,0.639,0.282,0.131,0.304,0.115,0.106,0.096,0.162,0.304,0.135,0.162,0.149,0.173,0.192,0.14,0.086,0.086,0.12,0.122
1605,0.64,0.282,0.132,0.304,0.116,0.107,0.096,0.162,0.304,0.135,0.162,0.149,0.173,0.192,0.141,0.086,0.086,0.12,0.122
1606,0.641,0.282,0.132,0.304,0.116,0.107,0.097,0.162,0.304,0.135,0.162,0.149,0.173,0.192,0.141,0.086,0.086,0.12,0.122
1607,0.641,0.282,0.132,0.304,0.117,0.108,0.097,0.162,0.303,0.135,0.162,0.149,0.173,0.193,0.141,0.087,0.086,0.12,0.122
1608,0.642,0.282,0.132,0.305,0.117,0.109,0.098,0.161,0.303,0.134,0.162,0.149,0.173,0.193,0.141,0.087,0.086,0.12,0.122
1609,0.642,0.283,0.132,0.305,0.118,0.109,0.099,0.161,0.302,0.134,0.162,0.149,0.173,0.193,0.141,0.087,0.086,0.12,0.122
1610,0.643,0.283,0.132,0.305,0.119,0.11,0.099,0.161,0.302,0.134,0.162,0.149,0.173,0.193,0.141,0.087,0.086,0.12,0.122
1611,0.643,0.283,0.132,0.305,0.119,0.111,0.1,0.161,0.301,0.134,0.162,0.149,0.173,0.194,0.142,0.087,0.086,0.12,0.122
1612,0.644,0.283,0.132,0.305,0.12,0.111,0.1,0.16,0.301,0.134,0.162,0.149,0.173,0.194,0.142,0.087,0.086,0.12,0.122
1613,0.644,0.283,0.132,0.305,0.12,0.112,0.101,0.16,0.301,0.133,0.162,0.149,0.173,0.194,0.142,0.087,0.086,0.12,0.122
1614,0.645,0.283,0.132,0.306,0.121,0.113,0.101,0.16,0.3,0.133,0.162,0.149,0.173,0.194,0.142,0.087,0.086,0.12,0.122
1615,0.646,0.283,0.132,0.306,0.122,0.113,0.102,0.159,0.3,0.133,0.162,0.149,0.173,0.195,0.142,0.088,0.086,0.12,0.122
1616,0.646,0.284,0.132,0.306,0.122,0.114,0.102,0.159,0.299,0.133,0.162,0.149,0.173,0.195,0.142,0.088,0.086,0.12,0.122
1617,0.647,0.284,0.132,0.306,0.123,0.115,0.103,0.159,0.299,0.133,0.162,0.149,0.173,0.195,0.143,0.088,0.086,0.12,0.122
1618,0.647,0.284,0.132,0.306,0.123,0.115,0.103,0.159,0.298,0.133,0.162,0.149,0.173,0.195,0.143,0.088,0.086,0.12,0.122
1619,0.647,0.284,0.132,0.306,0.124,0.116,0.104,0.158,0.298,0.132,0.163,0.149,0.173,0.196,0.143,0.088,0.086,0.12,0.122
1620,0.648,0.284,0.133,0.307,0.124,0.117,0.105,0.158,0.297,0.132,0.163,0.149,0.173,0.196,0.143,0.088,0.086,0.12,0.122
1621,0.649,0.284,0.133,0.307,0.125,0.117,0.105,0.158,0.297,0.132,0.163,0.149,0.174,0.196,0.143,0.088,0.086,0.12,0.122
1622,0.649,0.284,0.133,0.307,0.126,0.118,0.106,0.158,0.297,0.132,0.163,0.149,0.174,0.196,0.144,0.089,0.086,0.12,0.122
1623,0.65,0.285,0.133,0.307,0.126,0.119,0.106,0.157,0.296,0.132,0.163,0.149,0.174,0.197,0.144,0.089,0.086,0.12,0.122
1624,0.65,0.285,0.133,0.307,0.127,0.119,0.107,0.157,0.296,0.132,0.163,0.15,0.174,0.197,0.144,0.089,0.086,0.12,0.122
1625,0.651,0.285,0.133,0.307,0.127,0.12,0.107,0.157,0.296,0.131,0.163,0.15,0.174,0.197,0.144,0.089,0.086,0.12,0.122
1626,0.651,0.285,0.133,0.308,0.128,0.121,0.108,0.157,0.295,0.131,0.163,0.15,0.174,0.198,0.145,0.089,0.086,0.12,0.122
1627,0.651,0.285,0.133,0.308,0.128,0.121,0.108,0.157,0.295,0.131,0.163,0.15,0.174,0.198,0.145,0.089,0.086,0.12,0.122
1628,0.652,0.285,0.133,0.308,0.129,0.122,0.109,0.156,0.295,0.131,0.163,0.15,0.174,0.198,0.145,0.089,0.086,0.12,0.122
1629,0.652,0.285,0.133,0.308,0.13,0.123,0.11,0.156,0.294,0.131,0.163,0.15,0.174,0.199,0.145,0.09,0.086,0.12,0.122
1630,0.653,0.285,0.133,0.308,0.13,0.123,0.11,0.156,0.294,0.131,0.163,0.15,0.174,0.199,0.145,0.09,0.086,0.12,0.122
1631,0.653,0.286,0.133,0.308,0.131,0.124,0.111,0.156,0.294,0.131,0.163,0.15,0.174,0.199,0.146,0.09,0.086,0.12,0.122
1632,0.654,0.286,0.133,0.308,0.131,0.125,0.111,0.155,0.293,0.13,0.163,0.15,0.174,0.199,0.146,0.09,0.086,0.12,0.122
1633,0.654,0.286,0.133,0.308,0.132,0.125,0.112,0.155,0.293,0.13,0.163,0.15,0.174,0.2,0.146,0.09,0.086,0.12,0.122
1634,0.654,0.286,0.133,0.308,0.133,0.126,0.112,0.155,0.292,0.13,0.163,0.15,0.174,0.2,0.146,0.09,0.086,0.12,0.122
1635,0.655,0.286,0.133,0.309,0.133,0.127,0.113,0.155,0.292,0.13,0.163,0.15,0.174,0.2,0.146,0.09,0.086,0.12,0.122
1636,0.655,0.286,0.133,0.309,0.134,0.127,0.114,0.154,0.292,0.13,0.163,0.15,0.174,0.2,0.147,0.09,0.086,0.12,0.122
1637,0.655,0.286,0.133,0.309,0.134,0.128,0.114,0.154,0.291,0.13,0.163,0.15,0.174,0.201,0.147,0.09,0.086,0.12,0.122
1638,0.656,0.286,0.133,0.309,0.135,0.129,0.115,0.154,0.291,0.129,0.163,0.15,0.174,0.201,0.147,0.091,0.086,0.12,0.122
1639,0.656,0.287,0.134,0.309,0.136,0.129,0.115,0.154,0.291,0.129,0.164,0.15,0.174,0.201,0.147,0.091,0.086,0.12,0.122
1640,0.656,0.287,0.134,0.309,0.136,0.13,0.116,0.154,0.29,0.129,0.164,0.15,0.174,0.201,0.147,0.091,0.086,0.12,0.122
1641,0.657,0.287,0.134,0.31,0.137,0.131,0.116,0.153,0.29,0.129,0.164,0.15,0.174,0.202,0.148,0.091,0.086,0.12,0.122
1642,0.657,0.287,0.134,0.31,0.137,0.131,0.117,0.153,0.29,0.129,0.164,0.15,0.174,0.202,0.148,0.091,0.086,0.12,0.122
1643,0.658,0.287,0.134,0.31,0.138,0.132,0.118,0.153,0.289,0.129,0.164,0.15,0.174,0.202,0.148,0.091,0.086,0.12,0.122
1644,0.658,0.287,0.134,0.31,0.138,0.133,0.118,0.153,0.289,0.129,0.164,0.15,0.174,0.202,0.148,0.091,0.086,0.12,0.122
1645,0.658,0.288,0.134,0.31,0.139,0.133,0.119,0.153,0.289,0.129,0.164,0.15,0.174,0.203,0.149,0.092,0.086,0.12,0.122
1646,0.659,0.288,0.134,0.31,0.139,0.134,0.119,0.152,0.288,0.128,0.164,0.15,0.174,0.203,0.149,0.092,0.086,0.12,0.123
1647,0.659,0.288,0.134,0.311,0.14,0.134,0.12,0.152,0.288,0.128,0.164,0.15,0.174,0.203,0.149,0.092,0.086,0.12,0.123
1648,0.659,0.288,0.134,0.311,0.14,0.135,0.12,0.152,0.288,0.128,0.164,0.15,0.174,0.204,0.149,0.092,0.086,0.12,0.123
1649,0.66,0.288,0.134,0.311,0.141,0.136,0.121,0.152,0.288,0.128,0.164,0.15,0.174,0.204,0.149,0.092,0.086,0.12,0.123
1650,0.66,0.288,0.134,0.311,0.141,0.136,0.121,0.152,0.287,0.128,0.164,0.15,0.174,0.204,0.15,0.092,0.086,0.12,0.123
1651,0.66,0.288,0.134,0.311,0.142,0.137,0.121,0.152,0.287,0.128,0.164,0.15,0.174,0.204,0.15,0.092,0.086,0.12,0.123
1652,0.661,0.288,0.135,0.311,0.142,0.137,0.122,0.152,0.287,0.128,0.164,0.15,0.174,0.205,0.15,0.093,0.086,0.12,0.123
1653,0.661,0.289,0.135,0.311,0.143,0.137,0.122,0.151,0.287,0.128,0.164,0.15,0.174,0.205,0.15,0.093,0.086,0.12,0.123
1654,0.661,0.289,0.135,0.311,0.143,0.138,0.123,0.151,0.286,0.128,0.164,0.15,0.174,0.205,0.151,0.093,0.086,0.12,0.123
1655,0.661,0.289,0.135,0.311,0.143,0.138,0.123,0.151,0.286,0.127,0.164,0.15,0.175,0.206,0.151,0.093,0.086,0.12,0.123
1656,0.662,0.289,0.135,0.312,0.144,0.139,0.123,0.151,0.286,0.127,0.164,0.15,0.175,0.206,0.151,0.093,0.086,0.12,0.123
1657,0.662,0.289,0.135,0.312,0.144,0.139,0.124,0.151,0.286,0.127,0.164,0.15,0.175,0.206,0.151,0.093,0.086,0.12,0.123
1658,0.662,0.289,0.135,0.312,0.144,0.139,0.124,0.151,0.285,0.127,0.165,0.15,0.175,0.206,0.151,0.093,0.086,0.12,0.123
1659,0.662,0.289,0.135,0.312,0.145,0.14,0.124,0.151,0.285,0.127,0.165,0.15,0.175,0.207,0.151,0.094,0.086,0.12,0.123
1660,0.662,0.289,0.135,0.312,0.145,0.14,0.125,0.15,0.285,0.127,0.165,0.15,0.175,0.207,0.152,0.094,0.086,0.12,0.123
1661,0.663,0.289,0.135,0.312,0.145,0.14,0.125,0.15,0.285,0.127,0.165,0.15,0.175,0.207,0.152,0.094,0.086,0.12,0.123
1662,0.663,0.289,0.135,0.312,0.146,0.141,0.125,0.15,0.284,0.127,0.165,0.15,0.175,0.207,0.152,0.094,0.086,0.12,0.123
1663,0.663,0.289,0.135,0.312,0.146,0.141,0.125,0.15,0.284,0.127,0.165,0.15,0.175,0.207,0.152,0.094,0.086,0.12,0.123
1664,0.663,0.289,0.135,0.312,0.146,0.141,0.126,0.15,0.284,0.127,0.165,0.15,0.175,0.208,0.152,0.094,0.086,0.12,0.123
1665,0.663,0.289,0.135,0.312,0.146,0.141,0.126,0.15,0.284,0.126,0.165,0.15,0.175,0.208,0.152,0.094,0.086,0.12,0.123
1666,0.663,0.29,0.135,0.312,0.146,0.141,0.126,0.15,0.284,0.126,0.165,0.15,0.175,0.208,0.153,0.094,0.086,0.12,0.123
1667,0.663,0.29,0.135,0.312,0.146,0.141,0.126,0.15,0.284,0.126,0.165,0.15,0.175,0.208,0.153,0.095,0.086,0.12,0.123
1668,0.663,0.29,0.135,0.312,0.146,0.142,0.126,0.15,0.283,0.126,0.165,0.15,0.175,0.209,0.153,0.095,0.086,0.12,0.123
1669,0.664,0.29,0.135,0.312,0.146,0.142,0.126,0.149,0.283,0.126,0.165,0.15,0.175,0.209,0.153,0.095,0.086,0.12,0.123
1670,0.664,0.29,0.135,0.312,0.146,0.141,0.126,0.149,0.283,0.126,0.165,0.15,0.175,0.209,0.153,0.095,0.086,0.12,0.123
1671,0.664,0.29,0.135,0.312,0.146,0.141,0.126,0.149,0.283,0.126,0.165,0.151,0.175,0.21,0.154,0.095,0.086,0.12,0.123
1672,0.664,0.29,0.135,0.313,0.146,0.141,0.126,0.149,0.283,0.126,0.165,0.151,0.175,0.21,0.154,0.095,0.086,0.12,0.123
1673,0.664,0.29,0.135,0.313,0.146,0.141,0.126,0.149,0.283,0.126,0.165,0.151,0.175,0.21,0.154,0.096,0.086,0.12,0.123
1674,0.664,0.29,0.135,0.313,0.146,0.141,0.126,0.149,0.283,0.126,0.165,0.151,0.175,0.21,0.154,0.096,0.086,0.12,0.123
1675,0.664,0.29,0.135,0.313,0.146,0.141,0.126,0.149,0.283,0.126,0.165,0.151,0.175,0.211,0.154,0.096,0.086,0.12,0.123
1676,0.664,0.29,0.135,0.313,0.146,0.141,0.126,0.149,0.283,0.126,0.165,0.151,0.175,0.211,0.154,0.096,0.086,0.12,0.123
1677,0.664,0.29,0.135,0.313,0.146,0.14,0.126,0.149,0.283,0.126,0.165,0.151,0.175,0.211,0.155,0.096,0.086,0.12,0.123
1678,0.663,0.29,0.135,0.313,0.146,0.14,0.125,0.149,0.282,0.126,0.165,0.151,0.175,0.211,0.155,0.096,0.086,0.12,0.123
1679,0.663,0.29,0.136,0.313,0.145,0.139,0.125,0.149,0.282,0.126,0.166,0.151,0.175,0.212,0.155,0.096,0.086,0.12,0.124
1680,0.663,0.29,0.136,0.313,0.145,0.139,0.125,0.149,0.282,0.126,0.166,0.151,0.176,0.212,0.155,0.097,0.086,0.12,0.124
1681,0.663,0.29,0.136,0.313,0.145,0.138,0.124,0.149,0.282,0.126,0.165,0.151,0.176,0.212,0.156,0.097,0.086,0.12,0.124
1682,0.662,0.29,0.136,0.313,0.144,0.138,0.124,0.149,0.282,0.126,0.166,0.151,0.176,0.212,0.156,0.097,0.086,0.12,0.124
1683,0.662,0.29,0.136,0.313,0.144,0.137,0.123,0.149,0.282,0.126,0.166,0.151,0.176,0.213,0.156,0.097,0.086,0.12,0.124
1684,0.662,0.29,0.136,0.313,0.143,0.137,0.123,0.149,0.282,0.126,0.166,0.151,0.175,0.213,0.156,0.097,0.086,0.12,0.124
1685,0.661,0.29,0.136,0.313,0.143,0.136,0.122,0.149,0.282,0.126,0.166,0.151,0.175,0.213,0.156,0.097,0.086,0.12,0.124
1686,0.661,0.291,0.136,0.313,0.142,0.135,0.122,0.149,0.282,0.126,0.166,0.151,0.175,0.213,0.156,0.097,0.086,0.12,0.124
1687,0.661,0.291,0.136,0.313,0.142,0.134,0.121,0.149,0.282,0.126,0.166,0.151,0.175,0.213,0.157,0.098,0.086,0.12,0.124
1688,0.661,0.291,0.136,0.313,0.141,0.134,0.121,0.149,0.282,0.126,0.166,0.151,0.175,0.214,0.157,0.098,0.086,0.12,0.124
1689,0.661,0.291,0.136,0.313,0.14,0.133,0.12,0.148,0.281,0.126,0.166,0.151,0.176,0.214,0.157,0.098,0.086,0.12,0.124
1690,0.66,0.291,0.136,0.313,0.14,0.132,0.119,0.148,0.281,0.126,0.166,0.151,0.176,0.214,0.157,0.098,0.086,0.12,0.124
1691,0.66,0.291,0.136,0.314,0.139,0.131,0.119,0.148,0.281,0.126,0.166,0.151,0.176,0.214,0.158,0.098,0.086,0.12,0.124
1692,0.66,0.291,0.136,0.314,0.138,0.13,0.118,0.148,0.281,0.125,0.166,0.151,0.176,0.215,0.158,0.098,0.086,0.12,0.124
1693,0.66,0.291,0.136,0.314,0.137,0.129,0.117,0.148,0.281,0.125,0.166,0.151,0.176,0.215,0.158,0.098,0.086,0.12,0.124
1694,0.659,0.292,0.137,0.314,0.136,0.128,0.116,0.148,0.281,0.125,0.166,0.151,0.176,0.215,0.158,0.098,0.086,0.12,0.124
1695,0.659,0.292,0.137,0.314,0.135,0.126,0.115,0.148,0.281,0.125,0.166,0.151,0.176,0.215,0.158,0.099,0.086,0.12,0.124
1696,0.659,0.292,0.137,0.314,0.135,0.125,0.115,0.148,0.281,0.125,0.166,0.151,0.176,0.216,0.159,0.099,0.086,0.12,0.124
1697,0.659,0.292,0.137,0.314,0.134,0.124,0.114,0.148,0.281,0.125,0.166,0.151,0.176,0.216,0.159,0.099,0.086,0.12,0.124
1698,0.659,0.292,0.137,0.314,0.133,0.123,0.113,0.148,0.281,0.125,0.166,0.151,0.176,0.216,0.159,0.099,0.086,0.12,0.124
1699,0.658,0.292,0.137,0.314,0.132,0.121,0.112,0.148,0.281,0.125,0.166,0.151,0.176,0.217,0.159,0.099,0.086,0.12,0.124
1700,0.658,0.292,0.137,0.314,0.131,0.12,0.111,0.148,0.281,0.125,0.166,0.151,0.176,0.217,0.16,0.099,0.086,0.12,0.124
1701,0.658,0.292,0.137,0.315,0.13,0.119,0.11,0.148,0.281,0.125,0.166,0.151,0.176,0.217,0.16,0.099,0.086,0.121,0.124
1702,0.658,0.293,0.137,0.315,0.128,0.117,0.109,0.148,0.281,0.125,0.166,0.151,0.176,0.217,0.16,0.099,0.086,0.121,0.124
1703,0.658,0.293,0.137,0.315,0.127,0.116,0.108,0.148,0.281,0.125,0.167,0.151,0.176,0.217,0.16,0.099,0.086,0.121,0.124
1704,0.658,0.293,0.137,0.315,0.126,0.114,0.107,0.148,0.28,0.125,0.167,0.151,0.176,0.218,0.16,0.1,0.086,0.121,0.124
1705,0.657,0.293,0.137,0.315,0.125,0.113,0.105,0.148,0.28,0.125,0.167,0.151,0.176,0.218,0.161,0.1,0.086,0.121,0.124
1706,0.657,0.293,0.137,0.315,0.124,0.111,0.104,0.148,0.28,0.125,0.167,0.151,0.176,0.218,0.161,0.1,0.086,0.121,0.125
1707,0.657,0.293,0.138,0.315,0.123,0.11,0.103,0.148,0.28,0.125,0.167,0.151,0.176,0.218,0.161,0.1,0.086,0.121,0.125
1708,0.657,0.293,0.138,0.315,0.121,0.108,0.102,0.147,0.28,0.125,0.167,0.151,0.176,0.219,0.161,0.1,0.086,0.121,0.125
1709,0.657,0.293,0.138,0.315,0.12,0.107,0.101,0.147,0.28,0.125,0.167,0.151,0.176,0.219,0.161,0.1,0.086,0.121,0.125
1710,0.657,0.293,0.138,0.315,0.119,0.105,0.1,0.147,0.28,0.125,0.167,0.151,0.176,0.219,0.162,0.1,0.086,0.121,0.125
1711,0.657,0.293,0.138,0.315,0.118,0.104,0.099,0.147,0.28,0.125,0.167,0.151,0.176,0.219,0.162,0.1,0.086,0.12,0.125
1712,0.657,0.293,0.138,0.315,0.116,0.102,0.098,0.147,0.279,0.125,0.167,0.151,0.176,0.219,0.162,0.1,0.086,0.121,0.124
1713,0.657,0.293,0.138,0.315,0.115,0.101,0.097,0.147,0.279,0.125,0.167,0.151,0.176,0.22,0.162,0.101,0.086,0.121,0.124
1714,0.657,0.294,0.138,0.316,0.114,0.099,0.096,0.147,0.279,0.124,0.167,0.151,0.176,0.22,0.162,0.101,0.086,0.12,0.125
1715,0.657,0.294,0.138,0.316,0.113,0.098,0.095,0.147,0.279,0.124,0.167,0.151,0.176,0.22,0.162,0.101,0.086,0.12,0.125
1716,0.657,0.294,0.138,0.316,0.112,0.097,0.094,0.147,0.279,0.124,0.167,0.151,0.176,0.22,0.163,0.101,0.086,0.12,0.125
1717,0.656,0.294,0.138,0.316,0.111,0.095,0.093,0.147,0.279,0.124,0.167,0.151,0.176,0.22,0.163,0.101,0.086,0.12,0.125
1718,0.656,0.294,0.138,0.316,0.11,0.094,0.092,0.147,0.279,0.124,0.167,0.151,0.176,0.221,0.163,0.101,0.086,0.12,0.125
1719,0.656,0.294,0.138,0.316,0.109,0.093,0.091,0.147,0.279,0.124,0.167,0.151,0.176,0.221,0.163,0.101,0.086,0.121,0.125
1720,0.656,0.294,0.138,0.316,0.107,0.091,0.09,0.147,0.279,0.124,0.167,0.151,0.176,0.221,0.163,0.102,0.086,0.121,0.125
1721,0.656,0.294,0.138,0.316,0.106,0.09,0.089,0.147,0.279,0.124,0.167,0.151,0.176,0.221,0.164,0.102,0.086,0.121,0.125
1722,0.656,0.294,0.138,0.316,0.105,0.089,0.088,0.147,0.279,0.124,0.167,0.151,0.176,0.222,0.164,0.102,0.086,0.121,0.125
1723,0.656,0.294,0.138,0.316,0.104,0.088,0.087,0.147,0.278,0.124,0.167,0.151,0.176,0.222,0.164,0.102,0.086,0.121,0.125
1724,0.655,0.294,0.138,0.316,0.103,0.087,0.086,0.147,0.278,0.124,0.167,0.151,0.176,0.222,0.164,0.102,0.086,0.121,0.125
1725,0.655,0.295,0.138,0.316,0.102,0.086,0.085,0.146,0.278,0.124,0.167,0.151,0.177,0.222,0.164,0.102,0.086,0.121,0.125
1726,0.655,0.295,0.139,0.316,0.101,0.085,0.085,0.146,0.278,0.124,0.167,0.151,0.177,0.222,0.165,0.102,0.086,0.121,0.125
1727,0.655,0.295,0.139,0.316,0.1,0.083,0.084,0.146,0.278,0.124,0.168,0.151,0.177,0.223,0.165,0.102,0.086,0.121,0.125
1728,0.655,0.295,0.139,0.317,0.1,0.082,0.083,0.146,0.278,0.124,0.168,0.151,0.177,0.223,0.165,0.103,0.086,0.121,0.125
1729,0.655,0.295,0.139,0.317,0.099,0.081,0.082,0.146,0.278,0.124,0.168,0.151,0.177,0.223,0.165,0.103,0.086,0.121,0.125
1730,0.655,0.295,0.139,0.317,0.098,0.08,0.081,0.146,0.278,0.124,0.168,0.151,0.177,0.223,0.165,0.103,0.086,0.121,0.125
1731,0.655,0.295,0.139,0.316,0.097,0.08,0.081,0.146,0.278,0.124,0.168,0.152,0.177,0.224,0.166,0.103,0.086,0.121,0.125
1732,0.655,0.295,0.139,0.316,0.096,0.079,0.08,0.146,0.277,0.124,0.168,0.152,0.177,0.224,0.166,0.103,0.086,0.121,0.125
1733,0.654,0.295,0.139,0.317,0.095,0.078,0.079,0.146,0.277,0.124,0.168,0.152,0.177,0.224,0.166,0.103,0.086,0.121,0.125
1734,0.654,0.295,0.139,0.317,0.094,0.077,0.079,0.146,0.277,0.123,0.168,0.152,0.177,0.224,0.166,0.103,0.086,0.121,0.125
1735,0.654,0.295,0.139,0.317,0.094,0.076,0.078,0.146,0.277,0.123,0.168,0.152,0.177,0.224,0.166,0.103,0.086,0.121,0.125
1736,0.654,0.295,0.139,0.317,0.093,0.075,0.077,0.145,0.277,0.123,0.168,0.152,0.177,0.224,0.166,0.103,0.086,0.121,0.125
