Wavelength (nm),Group1_White_Paper,Group1_Epidote1,Group1_Epidote2,Group1_Epidote3,Group2_Gypsum1,Group2_Gypsum2,Group2_Gypsum3,Group3_Limonite1,Group3_Limonite2,Group3_LImonite3,Group4_Realgar1,Group4_Realgar2,Group4_Realgar3,Group5_Hornblende1,Group5_Hornblende2,Group5_Hornblende3,Group6_Pyrite1,Group6_Pyrite2,Group6_Pyrite3
820,0.717,0.237,0.093,0.259,0.227,0.249,0.218,0.08,0.125,0.067,0.129,0.128,0.144,0.067,0.065,0.041,0.09,0.123,0.118
821,0.717,0.237,0.093,0.259,0.227,0.249,0.218,0.08,0.125,0.067,0.129,0.128,0.144,0.067,0.065,0.041,0.09,0.123,0.117
822,0.717,0.237,0.093,0.259,0.227,0.249,0.218,0.08,0.124,0.067,0.129,0.128,0.144,0.067,0.065,0.041,0.09,0.123,0.117
823,0.717,0.237,0.093,0.259,0.227,0.249,0.218,0.08,0.124,0.067,0.129,0.128,0.144,0.067,0.065,0.041,0.09,0.123,0.117
824,0.717,0.237,0.093,0.259,0.227,0.249,0.218,0.079,0.124,0.066,0.129,0.128,0.144,0.067,0.065,0.041,0.09,0.123,0.117
825,0.717,0.237,0.093,0.259,0.227,0.249,0.218,0.079,0.123,0.066,0.129,0.128,0.144,0.067,0.065,0.041,0.09,0.123,0.117
826,0.717,0.237,0.093,0.259,0.227,0.249,0.218,0.079,0.123,0.066,0.129,0.128,0.144,0.067,0.065,0.041,0.09,0.123,0.117
827,0.717,0.237,0.093,0.259,0.227,0.249,0.218,0.079,0.123,0.066,0.129,0.128,0.144,0.067,0.065,0.041,0.089,0.123,0.117
828,0.717,0.237,0.093,0.26,0.227,0.249,0.218,0.079,0.123,0.066,0.129,0.128,0.144,0.067,0.065,0.041,0.089,0.123,0.117
829,0.717,0.237,0.093,0.26,0.227,0.249,0.218,0.079,0.122,0.066,0.129,0.128,0.144,0.067,0.065,0.041,0.089,0.123,0.117
830,0.716,0.237,0.093,0.26,0.227,0.249,0.218,0.078,0.122,0.066,0.129,0.128,0.144,0.067,0.065,0.041,0.089,0.123,0.117
831,0.716,0.237,0.093,0.26,0.227,0.249,0.218,0.078,0.122,0.066,0.129,0.128,0.144,0.067,0.065,0.041,0.089,0.122,0.117
832,0.716,0.237,0.093,0.26,0.227,0.249,0.218,0.078,0.122,0.065,0.129,0.128,0.144,0.067,0.065,0.041,0.089,0.122,0.117
833,0.716,0.237,0.093,0.26,0.227,0.249,0.218,0.078,0.121,0.065,0.129,0.128,0.144,0.067,0.065,0.041,0.089,0.122,0.117
834,0.716,0.237,0.093,0.26,0.227,0.249,0.218,0.078,0.121,0.065,0.129,0.128,0.144,0.067,0.065,0.041,0.089,0.122,0.117
835,0.716,0.237,0.093,0.26,0.227,0.249,0.218,0.078,0.121,0.065,0.129,0.128,0.144,0.066,0.064,0.041,0.089,0.122,0.117
836,0.716,0.237,0.092,0.26,0.227,0.249,0.218,0.078,0.121,0.065,0.129,0.128,0.144,0.066,0.064,0.041,0.089,0.122,0.117
837,0.716,0.237,0.092,0.26,0.227,0.249,0.218,0.078,0.121,0.065,0.129,0.128,0.144,0.066,0.064,0.041,0.089,0.122,0.116
838,0.716,0.237,0.092,0.26,0.227,0.248,0.218,0.077,0.12,0.065,0.129,0.128,0.144,0.066,0.064,0.041,0.089,0.122,0.116
839,0.716,0.237,0.092,0.26,0.227,0.248,0.218,0.077,0.12,0.065,0.129,0.128,0.144,0.066,0.064,0.041,0.089,0.122,0.116
840,0.716,0.237,0.092,0.26,0.227,0.248,0.218,0.077,0.12,0.065,0.129,0.128,0.144,0.066,0.064,0.041,0.089,0.122,0.116
841,0.716,0.237,0.092,0.26,0.227,0.248,0.218,0.077,0.12,0.064,0.129,0.128,0.144,0.066,0.064,0.041,0.089,0.122,0.116
842,0.716,0.237,0.092,0.26,0.227,0.248,0.218,0.077,0.12,0.064,0.129,0.128,0.144,0.066,0.064,0.041,0.089,0.122,0.116
843,0.716,0.237,0.092,0.26,0.227,0.248,0.218,0.077,0.119,0.064,0.13,0.128,0.144,0.066,0.064,0.041,0.089,0.122,0.116
844,0.716,0.237,0.092,0.26,0.227,0.248,0.218,0.077,0.119,0.064,0.13,0.128,0.144,0.066,0.064,0.041,0.089,0.122,0.116
845,0.716,0.238,0.092,0.26,0.227,0.248,0.217,0.077,0.119,0.064,0.13,0.128,0.144,0.066,0.064,0.041,0.088,0.122,0.116
846,0.716,0.238,0.092,0.26,0.226,0.248,0.217,0.076,0.119,0.064,0.13,0.128,0.144,0.066,0.064,0.041,0.088,0.122,0.116
847,0.716,0.237,0.092,0.26,0.226,0.248,0.217,0.076,0.119,0.064,0.13,0.128,0.144,0.066,0.064,0.041,0.088,0.122,0.116
848,0.716,0.238,0.092,0.261,0.226,0.247,0.217,0.076,0.118,0.064,0.13,0.128,0.144,0.066,0.064,0.041,0.088,0.122,0.116
849,0.716,0.238,0.092,0.261,0.226,0.247,0.217,0.076,0.118,0.064,0.13,0.128,0.144,0.066,0.064,0.041,0.088,0.122,0.116
850,0.716,0.238,0.092,0.261,0.226,0.247,0.217,0.076,0.118,0.064,0.13,0.128,0.144,0.066,0.064,0.041,0.088,0.122,0.116
851,0.716,0.238,0.092,0.261,0.226,0.247,0.217,0.076,0.118,0.063,0.13,0.128,0.144,0.066,0.064,0.041,0.088,0.122,0.116
852,0.716,0.238,0.092,0.261,0.226,0.247,0.217,0.076,0.118,0.063,0.13,0.128,0.144,0.066,0.064,0.041,0.088,0.121,0.116
853,0.716,0.238,0.092,0.261,0.226,0.247,0.217,0.076,0.118,0.063,0.13,0.129,0.144,0.066,0.064,0.041,0.088,0.121,0.116
854,0.716,0.238,0.092,0.261,0.226,0.247,0.217,0.076,0.117,0.063,0.13,0.129,0.144,0.065,0.064,0.041,0.088,0.121,0.115
855,0.715,0.238,0.092,0.261,0.226,0.247,0.216,0.075,0.117,0.063,0.13,0.129,0.144,0.065,0.064,0.041,0.088,0.121,0.115
856,0.716,0.238,0.092,0.261,0.226,0.247,0.216,0.075,0.117,0.063,0.13,0.129,0.145,0.065,0.064,0.041,0.088,0.121,0.115
857,0.716,0.238,0.092,0.261,0.226,0.247,0.216,0.075,0.117,0.063,0.13,0.129,0.145,0.065,0.064,0.041,0.088,0.121,0.115
858,0.715,0.238,0.092,0.261,0.225,0.246,0.216,0.075,0.117,0.063,0.13,0.129,0.145,0.065,0.064,0.041,0.088,0.121,0.115
859,0.715,0.238,0.092,0.261,0.225,0.246,0.216,0.075,0.117,0.063,0.13,0.129,0.145,0.065,0.064,0.041,0.088,0.121,0.115
860,0.715,0.238,0.092,0.261,0.225,0.246,0.216,0.075,0.117,0.063,0.13,0.129,0.145,0.065,0.064,0.041,0.088,0.121,0.115
861,0.715,0.238,0.091,0.261,0.225,0.246,0.216,0.075,0.116,0.063,0.13,0.129,0.145,0.065,0.064,0.041,0.088,0.121,0.115
862,0.715,0.238,0.091,0.261,0.225,0.246,0.216,0.075,0.116,0.063,0.13,0.129,0.145,0.065,0.064,0.041,0.088,0.121,0.115
863,0.715,0.238,0.092,0.261,0.225,0.246,0.216,0.075,0.116,0.063,0.13,0.129,0.145,0.065,0.064,0.041,0.088,0.121,0.115
864,0.715,0.238,0.092,0.261,0.225,0.246,0.216,0.075,0.116,0.062,0.13,0.129,0.145,0.065,0.064,0.04,0.088,0.121,0.115
865,0.715,0.238,0.091,0.261,0.225,0.246,0.216,0.074,0.116,0.062,0.13,0.129,0.145,0.065,0.064,0.04,0.088,0.121,0.115
866,0.715,0.238,0.091,0.261,0.225,0.246,0.216,0.074,0.116,0.062,0.13,0.129,0.145,0.065,0.064,0.04,0.088,0.121,0.115
867,0.715,0.238,0.091,0.261,0.225,0.246,0.216,0.074,0.116,0.062,0.13,0.129,0.145,0.065,0.064,0.04,0.088,0.121,0.115
868,0.715,0.238,0.091,0.261,0.225,0.246,0.216,0.074,0.115,0.062,0.13,0.129,0.145,0.065,0.064,0.04,0.088,0.121,0.115
869,0.715,0.238,0.091,0.261,0.225,0.246,0.216,0.074,0.115,0.062,0.13,0.129,0.145,0.065,0.064,0.04,0.088,0.121,0.115
870,0.715,0.238,0.091,0.261,0.225,0.246,0.216,0.074,0.115,0.062,0.13,0.129,0.145,0.064,0.064,0.04,0.088,0.121,0.115
871,0.715,0.238,0.091,0.262,0.225,0.246,0.216,0.074,0.115,0.062,0.13,0.129,0.145,0.064,0.064,0.04,0.087,0.121,0.115
872,0.715,0.238,0.091,0.262,0.225,0.246,0.216,0.074,0.115,0.062,0.13,0.129,0.145,0.064,0.064,0.04,0.087,0.121,0.114
873,0.715,0.238,0.091,0.262,0.225,0.246,0.216,0.074,0.115,0.062,0.13,0.129,0.145,0.064,0.064,0.04,0.087,0.121,0.114
874,0.715,0.238,0.091,0.262,0.225,0.246,0.216,0.074,0.115,0.062,0.13,0.129,0.145,0.064,0.064,0.04,0.087,0.121,0.114
875,0.715,0.238,0.091,0.262,0.225,0.246,0.216,0.074,0.115,0.062,0.13,0.129,0.145,0.064,0.064,0.04,0.087,0.121,0.115
876,0.715,0.238,0.091,0.262,0.225,0.246,0.216,0.074,0.115,0.062,0.13,0.129,0.145,0.064,0.064,0.04,0.087,0.121,0.114
877,0.715,0.238,0.091,0.262,0.225,0.246,0.216,0.074,0.114,0.062,0.13,0.129,0.145,0.064,0.064,0.04,0.087,0.121,0.114
878,0.715,0.238,0.091,0.262,0.225,0.246,0.216,0.074,0.114,0.062,0.131,0.129,0.145,0.064,0.064,0.04,0.087,0.121,0.114
879,0.715,0.238,0.091,0.262,0.225,0.246,0.216,0.074,0.114,0.062,0.131,0.129,0.145,0.064,0.064,0.04,0.087,0.121,0.114
880,0.715,0.238,0.091,0.262,0.225,0.246,0.216,0.073,0.114,0.062,0.131,0.129,0.145,0.064,0.064,0.04,0.087,0.12,0.114
881,0.715,0.238,0.091,0.262,0.225,0.246,0.216,0.073,0.114,0.062,0.13,0.129,0.145,0.064,0.063,0.04,0.087,0.12,0.114
882,0.715,0.238,0.091,0.262,0.225,0.246,0.216,0.073,0.114,0.062,0.131,0.129,0.145,0.064,0.064,0.04,0.087,0.12,0.114
883,0.714,0.239,0.091,0.262,0.225,0.246,0.216,0.073,0.114,0.061,0.131,0.129,0.145,0.064,0.064,0.04,0.087,0.12,0.114
884,0.714,0.239,0.091,0.262,0.225,0.246,0.216,0.073,0.114,0.061,0.131,0.129,0.145,0.064,0.063,0.04,0.087,0.12,0.114
885,0.714,0.239,0.091,0.262,0.225,0.246,0.216,0.073,0.114,0.061,0.131,0.129,0.145,0.064,0.063,0.04,0.087,0.12,0.114
886,0.714,0.239,0.091,0.262,0.225,0.246,0.216,0.073,0.114,0.061,0.131,0.129,0.145,0.064,0.064,0.04,0.087,0.12,0.114
887,0.714,0.239,0.091,0.262,0.225,0.246,0.216,0.073,0.114,0.061,0.131,0.129,0.145,0.064,0.064,0.04,0.087,0.12,0.114
888,0.714,0.239,0.091,0.262,0.225,0.246,0.216,0.073,0.113,0.061,0.131,0.129,0.145,0.064,0.063,0.04,0.087,0.12,0.114
889,0.714,0.239,0.091,0.262,0.225,0.246,0.216,0.073,0.113,0.061,0.131,0.129,0.145,0.063,0.063,0.04,0.087,0.12,0.114
890,0.714,0.239,0.091,0.262,0.225,0.246,0.216,0.073,0.113,0.061,0.131,0.129,0.145,0.063,0.063,0.04,0.087,0.12,0.114
891,0.714,0.239,0.091,0.262,0.225,0.246,0.216,0.073,0.113,0.061,0.131,0.129,0.146,0.063,0.063,0.04,0.087,0.12,0.114
892,0.714,0.239,0.091,0.262,0.225,0.246,0.216,0.073,0.113,0.061,0.131,0.129,0.146,0.063,0.063,0.04,0.087,0.12,0.114
893,0.714,0.239,0.091,0.262,0.225,0.246,0.216,0.073,0.113,0.061,0.131,0.129,0.146,0.063,0.064,0.04,0.087,0.12,0.114
894,0.714,0.239,0.091,0.262,0.225,0.246,0.216,0.073,0.113,0.061,0.131,0.129,0.146,0.063,0.064,0.04,0.087,0.12,0.114
895,0.714,0.239,0.091,0.263,0.225,0.246,0.216,0.073,0.113,0.061,0.131,0.129,0.146,0.063,0.064,0.04,0.087,0.12,0.114
896,0.714,0.239,0.091,0.263,0.225,0.246,0.216,0.073,0.113,0.061,0.131,0.129,0.146,0.063,0.063,0.04,0.087,0.12,0.114
897,0.714,0.239,0.091,0.263,0.225,0.246,0.216,0.073,0.113,0.061,0.131,0.129,0.146,0.063,0.063,0.04,0.087,0.12,0.114
898,0.714,0.239,0.091,0.263,0.225,0.245,0.215,0.073,0.113,0.061,0.131,0.129,0.146,0.063,0.063,0.04,0.087,0.12,0.114
899,0.714,0.239,0.091,0.263,0.225,0.245,0.215,0.073,0.113,0.061,0.131,0.129,0.146,0.063,0.063,0.04,0.087,0.12,0.114
900,0.714,0.239,0.091,0.263,0.224,0.245,0.215,0.073,0.113,0.061,0.131,0.129,0.146,0.063,0.063,0.04,0.087,0.12,0.114
901,0.714,0.239,0.091,0.263,0.224,0.245,0.215,0.073,0.113,0.061,0.131,0.13,0.146,0.063,0.063,0.04,0.087,0.12,0.114
902,0.714,0.239,0.091,0.263,0.224,0.245,0.215,0.072,0.113,0.061,0.131,0.13,0.146,0.063,0.063,0.04,0.087,0.12,0.114
903,0.714,0.239,0.091,0.263,0.224,0.245,0.215,0.072,0.113,0.061,0.131,0.13,0.146,0.063,0.063,0.04,0.087,0.12,0.114
904,0.714,0.239,0.091,0.263,0.224,0.245,0.215,0.072,0.113,0.061,0.131,0.13,0.146,0.063,0.063,0.04,0.087,0.12,0.114
905,0.713,0.239,0.091,0.263,0.224,0.244,0.215,0.072,0.113,0.061,0.131,0.13,0.146,0.063,0.063,0.04,0.087,0.12,0.114
906,0.713,0.239,0.091,0.263,0.224,0.244,0.214,0.072,0.113,0.061,0.131,0.13,0.146,0.063,0.063,0.04,0.087,0.12,0.114
907,0.713,0.239,0.091,0.263,0.224,0.244,0.214,0.072,0.113,0.061,0.131,0.13,0.146,0.063,0.063,0.04,0.087,0.12,0.114
908,0.713,0.239,0.091,0.263,0.224,0.244,0.214,0.073,0.113,0.061,0.131,0.13,0.146,0.063,0.063,0.04,0.087,0.12,0.114
909,0.713,0.239,0.091,0.263,0.223,0.244,0.214,0.072,0.113,0.061,0.131,0.13,0.146,0.063,0.063,0.04,0.087,0.12,0.114
910,0.713,0.239,0.091,0.263,0.223,0.244,0.214,0.072,0.113,0.061,0.131,0.13,0.146,0.063,0.063,0.04,0.087,0.12,0.114
911,0.713,0.239,0.091,0.263,0.223,0.244,0.214,0.072,0.113,0.061,0.132,0.13,0.146,0.063,0.063,0.04,0.087,0.12,0.114
912,0.713,0.239,0.091,0.263,0.223,0.244,0.214,0.072,0.113,0.061,0.132,0.13,0.147,0.063,0.063,0.04,0.087,0.12,0.114
913,0.713,0.239,0.091,0.263,0.223,0.243,0.214,0.072,0.113,0.061,0.132,0.13,0.147,0.063,0.063,0.04,0.087,0.12,0.114
914,0.713,0.239,0.091,0.263,0.223,0.243,0.214,0.072,0.113,0.061,0.132,0.13,0.146,0.062,0.063,0.04,0.087,0.12,0.114
915,0.713,0.239,0.091,0.263,0.223,0.243,0.213,0.072,0.113,0.061,0.132,0.13,0.146,0.062,0.063,0.04,0.087,0.12,0.114
916,0.713,0.239,0.091,0.263,0.223,0.243,0.213,0.072,0.113,0.061,0.132,0.13,0.147,0.062,0.064,0.04,0.087,0.12,0.114
917,0.713,0.239,0.091,0.263,0.223,0.243,0.214,0.072,0.113,0.061,0.132,0.13,0.147,0.062,0.064,0.04,0.087,0.12,0.114
918,0.713,0.24,0.091,0.264,0.223,0.243,0.213,0.072,0.113,0.061,0.132,0.13,0.147,0.063,0.064,0.04,0.087,0.12,0.114
919,0.713,0.24,0.091,0.263,0.223,0.243,0.213,0.072,0.113,0.061,0.132,0.13,0.147,0.062,0.064,0.04,0.087,0.12,0.114
920,0.713,0.24,0.091,0.263,0.223,0.243,0.213,0.072,0.113,0.061,0.132,0.13,0.147,0.062,0.064,0.041,0.087,0.12,0.114
921,0.713,0.239,0.091,0.264,0.223,0.243,0.213,0.072,0.113,0.061,0.132,0.13,0.147,0.062,0.064,0.04,0.087,0.12,0.113
922,0.713,0.239,0.091,0.264,0.223,0.243,0.213,0.072,0.113,0.061,0.132,0.13,0.147,0.062,0.064,0.04,0.087,0.12,0.114
923,0.713,0.24,0.091,0.264,0.223,0.243,0.213,0.072,0.113,0.061,0.132,0.13,0.147,0.063,0.064,0.04,0.087,0.12,0.114
924,0.713,0.24,0.091,0.264,0.223,0.243,0.213,0.072,0.113,0.061,0.132,0.13,0.147,0.062,0.064,0.04,0.087,0.12,0.114
925,0.713,0.24,0.091,0.264,0.223,0.243,0.213,0.072,0.113,0.061,0.132,0.13,0.147,0.062,0.064,0.04,0.087,0.12,0.114
926,0.713,0.24,0.091,0.264,0.223,0.243,0.213,0.072,0.113,0.061,0.132,0.13,0.147,0.062,0.064,0.041,0.087,0.12,0.114
927,0.713,0.24,0.091,0.264,0.223,0.243,0.213,0.072,0.113,0.061,0.132,0.13,0.147,0.062,0.064,0.041,0.087,0.12,0.114
928,0.713,0.24,0.091,0.264,0.223,0.243,0.213,0.072,0.113,0.062,0.132,0.13,0.147,0.062,0.064,0.041,0.087,0.12,0.114
929,0.713,0.24,0.091,0.264,0.223,0.243,0.213,0.072,0.113,0.061,0.132,0.13,0.147,0.062,0.064,0.04,0.086,0.12,0.114
930,0.713,0.24,0.091,0.264,0.223,0.243,0.213,0.072,0.113,0.061,0.132,0.13,0.147,0.062,0.064,0.04,0.086,0.12,0.113
931,0.713,0.24,0.091,0.264,0.223,0.243,0.213,0.072,0.113,0.062,0.132,0.13,0.147,0.062,0.064,0.04,0.086,0.12,0.113
932,0.713,0.24,0.091,0.264,0.222,0.242,0.213,0.072,0.113,0.062,0.132,0.13,0.147,0.062,0.064,0.041,0.086,0.12,0.113
933,0.713,0.24,0.091,0.264,0.222,0.242,0.213,0.072,0.113,0.062,0.132,0.131,0.147,0.062,0.064,0.04,0.086,0.12,0.113
934,0.713,0.24,0.091,0.264,0.222,0.242,0.212,0.072,0.113,0.062,0.132,0.131,0.147,0.062,0.064,0.04,0.086,0.12,0.113
935,0.712,0.24,0.091,0.264,0.222,0.242,0.212,0.072,0.113,0.062,0.132,0.131,0.147,0.062,0.064,0.04,0.086,0.12,0.113
936,0.712,0.24,0.091,0.264,0.222,0.242,0.212,0.072,0.113,0.062,0.132,0.131,0.147,0.062,0.064,0.04,0.086,0.12,0.113
937,0.712,0.24,0.091,0.264,0.222,0.242,0.212,0.072,0.113,0.062,0.133,0.131,0.147,0.062,0.064,0.041,0.086,0.12,0.113
938,0.713,0.24,0.091,0.264,0.222,0.241,0.212,0.072,0.113,0.062,0.133,0.131,0.148,0.062,0.064,0.041,0.086,0.12,0.114
939,0.713,0.24,0.091,0.264,0.222,0.241,0.212,0.073,0.114,0.062,0.133,0.131,0.148,0.062,0.064,0.041,0.086,0.12,0.114
940,0.712,0.24,0.091,0.264,0.221,0.241,0.211,0.073,0.113,0.062,0.133,0.131,0.148,0.062,0.064,0.041,0.086,0.12,0.113
941,0.712,0.24,0.091,0.264,0.221,0.241,0.211,0.073,0.114,0.062,0.133,0.131,0.148,0.062,0.064,0.041,0.086,0.12,0.113
942,0.712,0.24,0.091,0.264,0.221,0.24,0.211,0.073,0.114,0.062,0.133,0.131,0.148,0.062,0.064,0.041,0.086,0.12,0.113
943,0.712,0.24,0.091,0.264,0.22,0.24,0.21,0.073,0.114,0.062,0.133,0.131,0.148,0.062,0.064,0.041,0.086,0.12,0.113
944,0.712,0.24,0.091,0.264,0.22,0.24,0.21,0.073,0.114,0.062,0.133,0.131,0.148,0.062,0.064,0.041,0.087,0.12,0.113
945,0.712,0.24,0.091,0.264,0.22,0.24,0.21,0.073,0.114,0.062,0.133,0.131,0.148,0.062,0.064,0.041,0.087,0.12,0.113
946,0.712,0.24,0.091,0.264,0.22,0.239,0.21,0.073,0.114,0.062,0.133,0.131,0.148,0.062,0.064,0.041,0.087,0.12,0.114
947,0.712,0.24,0.091,0.264,0.219,0.239,0.209,0.073,0.114,0.062,0.133,0.131,0.148,0.062,0.064,0.041,0.087,0.12,0.114
948,0.712,0.24,0.091,0.264,0.219,0.238,0.209,0.073,0.114,0.062,0.133,0.131,0.148,0.062,0.064,0.041,0.087,0.12,0.113
949,0.712,0.24,0.091,0.264,0.219,0.238,0.208,0.073,0.114,0.062,0.133,0.131,0.148,0.061,0.064,0.041,0.086,0.12,0.113
950,0.712,0.24,0.091,0.264,0.218,0.238,0.208,0.073,0.114,0.062,0.133,0.131,0.148,0.061,0.064,0.041,0.086,0.12,0.113
951,0.712,0.24,0.091,0.264,0.218,0.237,0.208,0.073,0.114,0.062,0.133,0.131,0.148,0.061,0.064,0.041,0.086,0.12,0.113
952,0.712,0.24,0.091,0.264,0.218,0.236,0.207,0.073,0.114,0.062,0.133,0.131,0.148,0.061,0.064,0.041,0.086,0.12,0.113
953,0.712,0.24,0.091,0.264,0.217,0.236,0.207,0.073,0.114,0.062,0.133,0.131,0.148,0.061,0.064,0.041,0.086,0.12,0.113
954,0.712,0.24,0.091,0.264,0.217,0.235,0.206,0.073,0.115,0.062,0.133,0.131,0.148,0.061,0.064,0.041,0.087,0.12,0.114
955,0.712,0.24,0.091,0.264,0.216,0.235,0.206,0.073,0.115,0.062,0.133,0.131,0.148,0.061,0.064,0.041,0.086,0.12,0.114
956,0.712,0.24,0.091,0.264,0.216,0.234,0.206,0.073,0.115,0.062,0.133,0.131,0.148,0.061,0.064,0.041,0.086,0.12,0.113
957,0.712,0.24,0.091,0.264,0.216,0.234,0.205,0.073,0.115,0.063,0.133,0.131,0.148,0.061,0.064,0.041,0.086,0.12,0.113
958,0.712,0.24,0.091,0.264,0.215,0.233,0.205,0.073,0.115,0.063,0.134,0.131,0.149,0.061,0.064,0.041,0.086,0.12,0.113
959,0.712,0.239,0.091,0.264,0.215,0.233,0.204,0.073,0.115,0.063,0.134,0.132,0.149,0.061,0.064,0.041,0.086,0.12,0.113
960,0.712,0.239,0.091,0.264,0.214,0.232,0.204,0.073,0.115,0.063,0.134,0.132,0.149,0.061,0.064,0.041,0.086,0.119,0.113
961,0.712,0.239,0.091,0.264,0.214,0.231,0.203,0.073,0.115,0.063,0.134,0.132,0.149,0.061,0.064,0.041,0.086,0.119,0.113
962,0.712,0.239,0.091,0.264,0.213,0.231,0.203,0.073,0.115,0.063,0.134,0.132,0.149,0.061,0.064,0.041,0.086,0.12,0.113
963,0.712,0.239,0.091,0.264,0.213,0.23,0.202,0.073,0.115,0.063,0.134,0.132,0.149,0.061,0.064,0.041,0.086,0.12,0.113
964,0.712,0.239,0.091,0.264,0.212,0.23,0.202,0.073,0.116,0.063,0.134,0.132,0.149,0.061,0.065,0.041,0.086,0.12,0.113
965,0.712,0.239,0.091,0.264,0.212,0.229,0.201,0.073,0.116,0.063,0.134,0.132,0.149,0.061,0.065,0.041,0.086,0.12,0.113
966,0.711,0.239,0.091,0.264,0.211,0.228,0.2,0.073,0.116,0.063,0.134,0.132,0.149,0.061,0.065,0.041,0.086,0.12,0.114
967,0.711,0.239,0.091,0.264,0.211,0.228,0.2,0.074,0.116,0.063,0.134,0.132,0.149,0.061,0.065,0.041,0.086,0.12,0.114
968,0.711,0.239,0.091,0.264,0.21,0.227,0.199,0.073,0.116,0.063,0.134,0.132,0.149,0.061,0.065,0.041,0.086,0.12,0.114
969,0.711,0.239,0.091,0.263,0.21,0.226,0.199,0.073,0.116,0.063,0.134,0.132,0.149,0.061,0.065,0.041,0.086,0.12,0.114
970,0.711,0.239,0.091,0.263,0.209,0.226,0.198,0.074,0.116,0.063,0.134,0.132,0.149,0.061,0.065,0.041,0.086,0.12,0.114
971,0.711,0.239,0.091,0.264,0.209,0.225,0.197,0.074,0.116,0.063,0.134,0.132,0.15,0.061,0.065,0.041,0.086,0.12,0.114
972,0.711,0.239,0.091,0.263,0.208,0.224,0.197,0.074,0.116,0.064,0.134,0.132,0.149,0.061,0.065,0.041,0.086,0.12,0.114
973,0.711,0.239,0.091,0.264,0.207,0.223,0.196,0.074,0.116,0.064,0.134,0.132,0.149,0.061,0.065,0.041,0.086,0.12,0.114
974,0.711,0.239,0.091,0.264,0.207,0.223,0.196,0.074,0.116,0.064,0.134,0.132,0.15,0.061,0.065,0.041,0.086,0.12,0.114
975,0.711,0.239,0.091,0.263,0.206,0.222,0.195,0.074,0.117,0.064,0.134,0.132,0.15,0.061,0.065,0.041,0.086,0.12,0.114
976,0.711,0.239,0.091,0.263,0.206,0.221,0.195,0.074,0.117,0.064,0.134,0.132,0.15,0.061,0.065,0.041,0.086,0.119,0.114
977,0.711,0.238,0.091,0.263,0.205,0.22,0.194,0.074,0.117,0.064,0.134,0.132,0.15,0.06,0.065,0.041,0.086,0.12,0.114
978,0.711,0.238,0.091,0.263,0.204,0.219,0.193,0.074,0.117,0.064,0.135,0.132,0.15,0.06,0.065,0.041,0.086,0.12,0.114
979,0.711,0.238,0.091,0.263,0.204,0.218,0.192,0.074,0.117,0.064,0.135,0.132,0.15,0.06,0.065,0.041,0.086,0.119,0.113
980,0.711,0.238,0.091,0.263,0.203,0.218,0.192,0.074,0.117,0.064,0.135,0.133,0.15,0.06,0.065,0.041,0.086,0.12,0.113
981,0.711,0.238,0.091,0.263,0.203,0.217,0.191,0.074,0.117,0.064,0.135,0.133,0.15,0.06,0.065,0.041,0.086,0.12,0.113
982,0.711,0.238,0.091,0.263,0.202,0.216,0.191,0.074,0.117,0.064,0.135,0.133,0.15,0.06,0.065,0.041,0.086,0.12,0.114
983,0.711,0.239,0.091,0.263,0.202,0.215,0.19,0.074,0.118,0.064,0.135,0.133,0.15,0.06,0.065,0.041,0.086,0.119,0.113
984,0.711,0.238,0.091,0.263,0.201,0.215,0.19,0.074,0.118,0.064,0.135,0.133,0.15,0.06,0.065,0.041,0.086,0.12,0.113
985,0.711,0.238,0.091,0.263,0.2,0.214,0.189,0.074,0.118,0.064,0.135,0.133,0.15,0.06,0.065,0.041,0.086,0.119,0.113
986,0.711,0.238,0.091,0.263,0.2,0.213,0.189,0.074,0.118,0.064,0.135,0.133,0.15,0.06,0.065,0.041,0.086,0.12,0.113
987,0.711,0.238,0.091,0.263,0.2,0.213,0.188,0.074,0.118,0.064,0.135,0.133,0.15,0.06,0.065,0.041,0.086,0.12,0.114
988,0.711,0.238,0.091,0.263,0.199,0.213,0.188,0.075,0.118,0.065,0.135,0.133,0.15,0.06,0.065,0.041,0.086,0.119,0.114
989,0.711,0.238,0.091,0.263,0.199,0.212,0.187,0.075,0.119,0.065,0.135,0.133,0.15,0.06,0.065,0.041,0.086,0.12,0.114
990,0.711,0.238,0.091,0.263,0.198,0.211,0.187,0.075,0.119,0.065,0.135,0.133,0.15,0.06,0.065,0.041,0.086,0.12,0.114
991,0.711,0.238,0.091,0.263,0.198,0.211,0.186,0.075,0.119,0.065,0.135,0.133,0.15,0.06,0.065,0.041,0.086,0.12,0.114
992,0.711,0.238,0.091,0.263,0.197,0.211,0.186,0.075,0.119,0.065,0.135,0.133,0.151,0.06,0.065,0.041,0.086,0.12,0.114
993,0.711,0.238,0.091,0.263,0.197,0.21,0.186,0.075,0.119,0.065,0.136,0.133,0.151,0.06,0.065,0.041,0.086,0.12,0.114
994,0.71,0.238,0.091,0.263,0.197,0.21,0.186,0.075,0.119,0.065,0.135,0.133,0.151,0.06,0.065,0.041,0.086,0.12,0.114
995,0.71,0.238,0.092,0.262,0.197,0.21,0.186,0.075,0.119,0.065,0.135,0.133,0.151,0.06,0.065,0.042,0.086,0.12,0.113
